State,District,Year,Season,Crop,Rainfall,Temperature,Area,Yield
14,RANCHI,2002,2,2,103.706,22.631,3782.72,6177.18
14,RANCHI,2004,1,1,1151,28.5605,46197.84,31445.33
14,RANCHI,2004,2,2,94.4,22.3063333333333,3030.28,4463.6
14,RANCHI,2005,1,1,861.8,29.1166666666667,36854.37,19925.93
14,RANCHI,2005,2,2,112.7,22.452,2391.13,2658.94
14,RANCHI,2006,1,1,1502.6,28.5246666666667,57794.98,42806.67
14,RANCHI,2006,2,2,53.3,23.0455,2613.97,1018
14,SAHEBGANJ,2007,1,1,148.7,28.6073333333333,1384.96,921.33
14,SAHEBGANJ,2007,2,2,0,22.1648333333333,1244.79,1617
14,SAHEBGANJ,2010,2,2,11.1,23.2038333333333,2414,3235
15,BAGALKOT,1998,1,3,769.039,26.8106666666667,48855,52375
15,BAGALKOT,1998,1,4,769.039,26.8106666666667,12363,24855
15,BAGALKOT,1998,1,1,769.039,26.8106666666667,197,316
15,BAGALKOT,1998,2,4,46.048,26.4746666666667,152540,120840
15,BAGALKOT,1998,2,2,46.048,26.4746666666667,22207,28030
15,BAGALKOT,1999,1,3,759.046,26.0138333333333,41122,29929
15,BAGALKOT,1999,1,4,759.046,26.0138333333333,11598,21354
15,BAGALKOT,1999,1,1,759.046,26.0138333333333,128,202
15,BAGALKOT,1999,2,4,9.949,26.0565,160974,147679
15,BAGALKOT,1999,2,2,9.949,26.0565,21584,29875
15,BAGALKOT,2000,1,3,808.216,26.0641666666667,41232,41300
15,BAGALKOT,2000,1,4,808.216,26.0641666666667,11375,22359
15,BAGALKOT,2000,1,1,808.216,26.0641666666667,171,311
15,BAGALKOT,2000,2,4,49.342,26.0208333333333,132473,94603
15,BAGALKOT,2000,2,2,49.342,26.0208333333333,23969,37181
15,BAGALKOT,2001,1,3,539.051,26.4056666666667,15169,11519
15,BAGALKOT,2001,1,4,539.051,26.4056666666667,6786,12064
15,BAGALKOT,2001,1,1,539.051,26.4056666666667,171,411
15,BAGALKOT,2001,2,4,68.477,26.2986666666667,170489,125015
15,BAGALKOT,2001,2,2,68.477,26.2986666666667,25855,34969
15,BAGALKOT,2002,1,3,591.904,26.7218333333333,24007,7171
15,BAGALKOT,2002,1,4,591.904,26.7218333333333,5551,9005
15,BAGALKOT,2002,1,1,591.904,26.7218333333333,112,230
15,BANGALORE RURAL,2000,1,1,891.189,26.0641666666667,14828,37089
15,BANGALORE RURAL,2000,2,1,110.229,26.0208333333333,715,1532
15,BANGALORE RURAL,2001,1,1,578.061,26.4056666666667,11067,28322
15,BANGALORE RURAL,2001,2,1,142.524,26.2986666666667,169,324
15,BANGALORE RURAL,2002,1,1,690.704,26.7218333333333,5722,12953
15,BANGALORE RURAL,2002,2,1,42.299,26.3715,32,67
15,BANGALORE RURAL,2004,1,1,967.8,25.9136666666667,8568,23767.63
15,BANGALORE RURAL,2004,2,1,117.9,26.242,5,17
15,BANGALORE RURAL,2005,1,3,1120.1,26.3843333333333,33,19
15,BANGALORE RURAL,2005,1,1,1120.1,26.3843333333333,9729,22181
15,BANGALORE RURAL,2005,2,1,211.4,25.9778333333333,18,40
15,BANGALORE RURAL,2006,1,3,358.6,26.407,6,3
15,BANGALORE RURAL,2006,1,1,358.6,26.407,7340,14919
15,BANGALORE RURAL,2006,2,1,155.1,25.9996666666667,13,30
15,BANGALORE RURAL,2007,1,3,718.3,26.373,4,3
15,BANGALORE RURAL,2007,1,1,718.3,26.373,1990,5928
15,BANGALORE RURAL,2007,2,1,86.5,26.1556666666667,16,35
15,BANGALORE RURAL,2008,1,3,738.9,26.386,4,2
15,BANGALORE RURAL,2008,1,1,738.9,26.386,1782,7753.48
15,BANGALORE RURAL,2008,2,1,145.7,25.7905,12,26
15,BANGALORE RURAL,2009,1,3,601.5,26.632,4,2
15,BANGALORE RURAL,2009,1,1,601.5,26.632,1525,6751.18
15,BANGALORE RURAL,2009,2,1,80.3,26.484,3,7
15,BANGALORE RURAL,2010,1,3,744.4,26.489,4,4
15,BANGALORE RURAL,2010,1,1,744.4,26.489,1531,4486
15,BANGALORE RURAL,2010,2,2,221.2,26.4421666666667,9,14
15,BELGAUM,1997,1,3,1838.327,26.795,34917,5666
15,BELGAUM,1997,1,4,1838.327,26.795,52232,64259
15,BELGAUM,1997,1,1,1838.327,26.795,63734,91677
15,BELGAUM,1997,2,4,177.605,25.94,140805,63996
15,BELGAUM,1997,2,2,177.605,25.94,55130,41220
15,BELGAUM,1998,1,3,1680.92,26.8106666666667,30894,8901
15,BELGAUM,1998,1,4,1680.92,26.8106666666667,58038,92470
15,BELGAUM,1998,1,1,1680.92,26.8106666666667,62701,114050
15,BELGAUM,1998,2,4,56.583,26.4746666666667,134018,119907
15,BELGAUM,1998,2,2,56.583,26.4746666666667,54399,61350
15,BELGAUM,1999,1,3,1616.516,26.0138333333333,40295,14078
15,BELGAUM,1999,1,4,1616.516,26.0138333333333,54339,84930
15,BELGAUM,1999,1,1,1616.516,26.0138333333333,63427,119657
15,BELGAUM,1999,2,4,5.844,26.0565,141961,115177
15,BELGAUM,1999,2,2,5.844,26.0565,54433,65485
15,BELGAUM,2000,1,3,1585.809,26.0641666666667,42290,18187
15,BELGAUM,2000,1,4,1585.809,26.0641666666667,49393,64478
15,BELGAUM,2000,1,1,1585.809,26.0641666666667,63810,105237
15,BELGAUM,2000,2,4,42.945,26.0208333333333,141552,97376
15,BELGAUM,2000,2,2,42.945,26.0208333333333,56775,72493
15,BELGAUM,2001,1,3,1067.719,26.4056666666667,11314,3171
15,BELGAUM,2001,1,4,1067.719,26.4056666666667,33844,40781
15,BELGAUM,2001,1,1,1067.719,26.4056666666667,63662,56350
15,BELGAUM,2001,2,4,66.984,26.2986666666667,151389,78309
15,BELGAUM,2001,2,2,66.984,26.2986666666667,45645,49750
15,BELGAUM,2002,1,3,1291.078,26.7218333333333,20990,2820
15,BELLARY,1998,2,3,74.368,26.4746666666667,451,536
15,BELLARY,1998,2,4,74.368,26.4746666666667,49031,47827
15,BELLARY,1998,2,2,74.368,26.4746666666667,2382,2193
15,BELLARY,1999,1,3,649.347,26.0138333333333,21565,13334
15,BELLARY,1999,1,4,649.347,26.0138333333333,46369,71222
15,BELLARY,1999,1,1,649.347,26.0138333333333,47915,162081
15,BELLARY,1999,2,4,44.149,26.0565,66040,61544
15,BELLARY,1999,2,2,44.149,26.0565,1909,1784
15,BELLARY,2000,1,3,726.989,26.0641666666667,25729,21054
15,BELLARY,2000,1,4,726.989,26.0641666666667,50214,93692
15,BELLARY,2000,1,1,726.989,26.0641666666667,52654,172729
15,BELLARY,2000,2,3,60.637,26.0208333333333,160,129
15,BELLARY,2000,2,4,60.637,26.0208333333333,58780,49827
15,BELLARY,2000,2,2,60.637,26.0208333333333,2658,2658
15,BELLARY,2001,1,3,480.209,26.4056666666667,16332,12464
15,BELLARY,2001,1,4,480.209,26.4056666666667,41225,60618
15,BELLARY,2001,1,1,480.209,26.4056666666667,54582,175813
15,BELLARY,2001,2,3,95.396,26.2986666666667,207,105
15,BELLARY,2001,2,4,95.396,26.2986666666667,48554,58233
15,BELLARY,2001,2,2,95.396,26.2986666666667,2201,2270
15,BELLARY,2002,1,3,545.26,26.7218333333333,13560,6488
15,BELLARY,2002,1,4,545.26,26.7218333333333,41534,41430
15,BELLARY,2002,1,1,545.26,26.7218333333333,64289,215581
15,BELLARY,2002,2,3,29.065,26.3715,271,215
15,BELLARY,2002,2,4,29.065,26.3715,24226,12096
15,BELLARY,2002,2,2,29.065,26.3715,1077,843
15,BELLARY,2004,1,3,504.7,25.9136666666667,17021,12115
15,BELLARY,2004,1,4,504.7,25.9136666666667,55896,98268
15,BELLARY,2004,1,1,504.7,25.9136666666667,51935,178111.08
15,BELLARY,2004,2,3,48.8,26.242,222,200
15,BELLARY,2004,2,4,48.8,26.242,29941,19541
15,BELLARY,2004,2,1,48.8,26.242,280,944
15,BELLARY,2004,2,2,48.8,26.242,848,768
15,BELLARY,2005,1,3,609,26.3843333333333,20594,16424
15,BELLARY,2005,1,4,609,26.3843333333333,40775,86998
15,BELLARY,2005,1,1,609,26.3843333333333,61783,188994
15,BELLARY,2005,2,3,82.4,25.9778333333333,78,104
15,BELLARY,2005,2,4,82.4,25.9778333333333,38297,40278
15,BELLARY,2005,2,1,82.4,25.9778333333333,490,1871
15,BELLARY,2005,2,2,82.4,25.9778333333333,1228,1341
15,BELLARY,2006,1,3,426.5,26.407,15831,7505
15,BELLARY,2006,1,4,426.5,26.407,37111,42306
15,BELLARY,2006,1,1,426.5,26.407,66354,204553
15,BELLARY,2006,2,3,101.8,25.9996666666667,25,28
15,BELLARY,2006,2,4,101.8,25.9996666666667,17651,17696
15,BELLARY,2006,2,1,101.8,25.9996666666667,2993,14299
15,BELLARY,2006,2,2,101.8,25.9996666666667,889,798
15,BELLARY,2007,1,3,638.8,26.373,15855,13500
15,BELLARY,2007,1,4,638.8,26.373,38906,63379
15,BELLARY,2007,1,1,638.8,26.373,76597,283719
15,BELLARY,2007,2,3,11.6,26.1556666666667,435,504
15,BELLARY,2007,2,4,11.6,26.1556666666667,24631,41002
15,BELLARY,2007,2,1,11.6,26.1556666666667,367,1414
15,BELLARY,2007,2,2,11.6,26.1556666666667,1162,1226
15,BELLARY,2008,1,3,399.3,26.386,12052,7336
15,BELLARY,2008,1,4,399.3,26.386,29507,32475
15,BELLARY,2008,1,1,399.3,26.386,77958,283650.18
15,BELLARY,2008,2,3,142.9,25.7905,354,331
15,BELLARY,2008,2,4,142.9,25.7905,25723,32753
15,BELLARY,2008,2,1,142.9,25.7905,150,700
15,BELLARY,2008,2,2,142.9,25.7905,1272,1444
15,BELLARY,2009,1,3,821.4,26.632,13586,8249
15,BELLARY,2009,1,4,821.4,26.632,30529,28300
15,BELLARY,2009,1,1,821.4,26.632,80447,248380.11
15,BELLARY,2009,2,3,93.1,26.484,116,132
15,BELLARY,2009,2,4,93.1,26.484,24292,26979
15,BELLARY,2009,2,1,93.1,26.484,46,185
15,BELLARY,2009,2,2,93.1,26.484,1174,1051
15,BIDAR,1998,2,4,31.56,26.4746666666667,30169,13646
15,BIDAR,1998,2,2,31.56,26.4746666666667,8128,7040
15,BIDAR,1999,1,3,676.666,26.0138333333333,8690,6722
15,BIDAR,1999,1,4,676.666,26.0138333333333,77723,107468
15,BIDAR,1999,1,1,676.666,26.0138333333333,10023,8373
15,BIDAR,1999,2,4,9.4,26.0565,31377,15692
15,BIDAR,1999,2,2,9.4,26.0565,7367,7407
15,BIDAR,2000,1,3,815.609,26.0641666666667,9808,7442
15,BIDAR,2000,1,4,815.609,26.0641666666667,75439,110862
15,BIDAR,2000,1,1,815.609,26.0641666666667,11483,10428
15,BIDAR,2000,2,4,28.199,26.0208333333333,32055,13399
15,BIDAR,2000,2,1,28.199,26.0208333333333,34,49
15,BIDAR,2000,2,2,28.199,26.0208333333333,9457,9376
15,BIDAR,2001,1,3,681.587,26.4056666666667,8672,5038
15,BIDAR,2001,1,4,681.587,26.4056666666667,69180,97825
15,BIDAR,2001,1,1,681.587,26.4056666666667,11224,9048
15,BIDAR,2001,2,4,49.523,26.2986666666667,29109,14347
15,BIDAR,2001,2,1,49.523,26.2986666666667,30,45
15,BIDAR,2001,2,2,49.523,26.2986666666667,10101,8188
15,BIDAR,2002,1,3,579.207,26.7218333333333,8364,6234
15,BIDAR,2002,1,4,579.207,26.7218333333333,69191,108598
15,BIDAR,2002,1,1,579.207,26.7218333333333,10083,5672
15,BIDAR,2002,2,4,43.231,26.3715,32041,13638
15,BIDAR,2002,2,1,43.231,26.3715,25,40
15,BIDAR,2002,2,2,43.231,26.3715,8840,5975
15,BIDAR,2004,1,3,670.5,25.9136666666667,8912,7744
15,BIDAR,2004,1,4,670.5,25.9136666666667,63640,78627
15,BIDAR,2004,1,1,670.5,25.9136666666667,7999,3495.56
15,BIDAR,2004,2,4,74.3,26.242,31157,11721
15,BIDAR,2004,2,2,74.3,26.242,7373,4546
15,BIDAR,2005,1,3,869.1,26.3843333333333,9577,6050
15,BIDAR,2005,1,4,869.1,26.3843333333333,59339,68914
15,BIDAR,2005,1,1,869.1,26.3843333333333,7436,4059
15,BIDAR,2005,2,4,122.4,25.9778333333333,29402,10111
15,BIDAR,2005,2,1,122.4,25.9778333333333,112,180
15,BIDAR,2005,2,2,122.4,25.9778333333333,7746,4710
15,BIDAR,2006,1,3,778.3,26.407,9430,7831
15,BIDAR,2006,1,4,778.3,26.407,58541,83774
15,BIDAR,2006,1,1,778.3,26.407,7077,4449
15,BIDAR,2006,2,4,100,25.9996666666667,26870,13172
15,BIDAR,2006,2,1,100,25.9996666666667,64,110
15,BIDAR,2006,2,2,100,25.9996666666667,7339,5444
15,BIDAR,2007,1,3,781.6,26.373,8077,8456
15,BIDAR,2007,1,4,781.6,26.373,60040,114717
15,BIDAR,2007,1,1,781.6,26.373,6812,4223
15,BIDAR,2007,2,4,16.5,26.1556666666667,23488,11369
15,BIDAR,2007,2,1,16.5,26.1556666666667,26,45
15,BIDAR,2007,2,2,16.5,26.1556666666667,6893,8333
15,BIDAR,2008,1,3,847.1,26.386,7219,7065
15,BIDAR,2008,1,4,847.1,26.386,56822,88510
15,BIDAR,2008,1,1,847.1,26.386,5503,4077.72
15,BIDAR,2008,2,4,127.1,25.7905,24150,13398
15,BIDAR,2008,2,2,127.1,25.7905,7030,8445
15,BIDAR,2009,1,3,606,26.632,7943,4377
15,BIDAR,2009,1,4,606,26.632,55352,45436
15,BIDAR,2009,1,1,606,26.632,5039,3877.51
15,BIDAR,2009,2,4,41.2,26.484,26124,13677
15,BIDAR,2009,2,2,41.2,26.484,6387,8518
15,BIDAR,2010,1,3,1076.4,26.489,6717,5117
15,BIJAPUR,1998,1,4,684.343,26.8106666666667,1374,2583
15,BIJAPUR,1998,1,1,684.343,26.8106666666667,394,541
15,BIJAPUR,1998,2,4,35.58,26.4746666666667,293441,201599
15,BIJAPUR,1998,2,2,35.58,26.4746666666667,62688,45667
15,BIJAPUR,1999,1,3,626.668,26.0138333333333,114012,73692
15,BIJAPUR,1999,1,4,626.668,26.0138333333333,1420,3298
15,BIJAPUR,1999,1,1,626.668,26.0138333333333,365,506
15,BIJAPUR,1999,2,4,7.45,26.0565,333059,248024
15,BIJAPUR,1999,2,2,7.45,26.0565,54047,44261
15,BIJAPUR,2000,1,3,672.529,26.0641666666667,111741,89582
15,BIJAPUR,2000,1,4,672.529,26.0641666666667,1046,2564
15,BIJAPUR,2000,1,1,672.529,26.0641666666667,341,529
15,BIJAPUR,2000,2,4,36.179,26.0208333333333,324024,212993
15,BIJAPUR,2000,2,2,36.179,26.0208333333333,51283,48031
15,BIJAPUR,2001,1,3,509.899,26.4056666666667,10298,5437
15,BIJAPUR,2001,1,4,509.899,26.4056666666667,265,339
15,BIJAPUR,2001,1,1,509.899,26.4056666666667,4,6
15,BIJAPUR,2001,2,4,49.585,26.2986666666667,321559,237752
15,BIJAPUR,2001,2,2,49.585,26.2986666666667,57398,53458
15,BIJAPUR,2002,1,3,491.557,26.7218333333333,55607,22679
15,BIJAPUR,2002,1,4,491.557,26.7218333333333,238,457
15,BIJAPUR,2002,1,1,491.557,26.7218333333333,15,16
15,BIJAPUR,2002,2,4,42.382,26.3715,344126,230764
15,BIJAPUR,2002,2,2,42.382,26.3715,50163,38109
15,BIJAPUR,2004,1,3,516.3,25.9136666666667,97629,64623
15,BIJAPUR,2004,1,4,516.3,25.9136666666667,246,495
15,BIJAPUR,2004,1,1,516.3,25.9136666666667,29,47.11
15,BIJAPUR,2004,2,4,15.7,26.242,244191,146124
15,BIJAPUR,2004,2,1,15.7,26.242,1,2
15,BIJAPUR,2004,2,2,15.7,26.242,49116,44599
15,BIJAPUR,2005,1,3,559.1,26.3843333333333,83066,52471
15,BIJAPUR,2005,1,4,559.1,26.3843333333333,146,264
15,BIJAPUR,2005,1,1,559.1,26.3843333333333,77,137
15,BIJAPUR,2005,2,4,78.1,25.9778333333333,237840,201726
15,BIJAPUR,2005,2,1,78.1,25.9778333333333,14,23
15,BIJAPUR,2005,2,2,78.1,25.9778333333333,51103,42121
15,BIJAPUR,2006,1,3,512.9,26.407,95656,44250
15,BIJAPUR,2006,1,4,512.9,26.407,58,134
15,BIJAPUR,2006,1,1,512.9,26.407,34,73
15,BIJAPUR,2006,2,4,50.8,25.9996666666667,223328,193348
15,BIJAPUR,2006,2,1,50.8,25.9996666666667,10,17
15,BIJAPUR,2006,2,2,50.8,25.9996666666667,63201,38539
15,BIJAPUR,2007,1,3,620.4,26.373,116368,74324
15,BIJAPUR,2007,1,4,620.4,26.373,487,995
15,BIJAPUR,2007,1,1,620.4,26.373,20,45
15,BIJAPUR,2007,2,4,5.6,26.1556666666667,227144,259424
15,BIJAPUR,2007,2,2,5.6,26.1556666666667,71151,71114
15,BIJAPUR,2008,1,3,414.4,26.386,33180,18521
15,BIJAPUR,2008,1,4,414.4,26.386,343,715
15,BIJAPUR,2008,1,1,414.4,26.386,12,37.05
15,BIJAPUR,2008,2,4,136.4,25.7905,226381,234211
15,BIJAPUR,2008,2,2,136.4,25.7905,65369,52919
15,BIJAPUR,2009,1,3,905.4,26.632,62057,28246
15,BIJAPUR,2009,1,4,905.4,26.632,43,45
15,BIJAPUR,2009,1,1,905.4,26.632,27,76.95
15,BIJAPUR,2009,2,4,59.9,26.484,200679,162018
15,CHAMARAJANAGAR,1998,2,2,280.574,26.4746666666667,10,14
15,CHAMARAJANAGAR,1999,1,3,1302.091,26.0138333333333,663,400
15,CHAMARAJANAGAR,1999,1,4,1302.091,26.0138333333333,25648,14071
15,CHAMARAJANAGAR,1999,1,1,1302.091,26.0138333333333,13892,41532
15,CHAMARAJANAGAR,1999,2,4,218.034,26.0565,60,41
15,CHAMARAJANAGAR,1999,2,1,218.034,26.0565,12,26
15,CHAMARAJANAGAR,1999,2,2,218.034,26.0565,6,8
15,CHAMARAJANAGAR,2000,1,3,1456.441,26.0641666666667,677,510
15,CHAMARAJANAGAR,2000,1,4,1456.441,26.0641666666667,25620,17461
15,CHAMARAJANAGAR,2000,1,1,1456.441,26.0641666666667,16213,42295
15,CHAMARAJANAGAR,2000,2,1,189.321,26.0208333333333,85,182
15,CHAMARAJANAGAR,2000,2,2,189.321,26.0208333333333,6,9
15,CHAMARAJANAGAR,2001,1,3,1108.254,26.4056666666667,323,160
15,CHAMARAJANAGAR,2001,1,4,1108.254,26.4056666666667,22443,10912
15,CHAMARAJANAGAR,2001,1,1,1108.254,26.4056666666667,16603,49259
15,CHAMARAJANAGAR,2001,2,1,221.606,26.2986666666667,600,1150
15,CHAMARAJANAGAR,2002,1,3,1233.177,26.7218333333333,572,377
15,CHAMARAJANAGAR,2002,1,4,1233.177,26.7218333333333,19468,4007
15,CHAMARAJANAGAR,2002,1,1,1233.177,26.7218333333333,10474,34458
15,CHAMARAJANAGAR,2002,2,4,101.577,26.3715,121,85
15,CHAMARAJANAGAR,2002,2,1,101.577,26.3715,900,1879
15,CHAMARAJANAGAR,2004,1,3,734.1,25.9136666666667,619,499
15,CHAMARAJANAGAR,2004,1,4,734.1,25.9136666666667,26890,32609
15,CHAMARAJANAGAR,2004,1,1,734.1,25.9136666666667,14425,48511.28
15,CHAMARAJANAGAR,2004,2,1,223.5,26.242,400,1349
15,CHAMARAJANAGAR,2005,1,3,860.5,26.3843333333333,915,903
15,CHAMARAJANAGAR,2005,1,4,860.5,26.3843333333333,26104,13875
15,CHAMARAJANAGAR,2005,1,1,860.5,26.3843333333333,15969,44252
15,CHAMARAJANAGAR,2005,2,4,337.7,25.9778333333333,100,61
15,CHAMARAJANAGAR,2005,2,1,337.7,25.9778333333333,503,1202
15,CHAMARAJANAGAR,2006,1,3,359.4,26.407,387,244
15,CHAMARAJANAGAR,2006,1,4,359.4,26.407,20272,13678
15,CHAMARAJANAGAR,2006,1,1,359.4,26.407,15124,43419
15,CHAMARAJANAGAR,2006,2,1,198.1,25.9996666666667,140,355
15,CHAMARAJANAGAR,2007,1,3,675.7,26.373,782,967
15,CHAMARAJANAGAR,2007,1,4,675.7,26.373,18716,13987
15,CHAMARAJANAGAR,2007,1,1,675.7,26.373,16478,43550
15,CHAMARAJANAGAR,2007,2,4,163.1,26.1556666666667,25,51
15,CHAMARAJANAGAR,2007,2,1,163.1,26.1556666666667,130,330
15,CHAMARAJANAGAR,2007,2,2,163.1,26.1556666666667,1,1
15,CHAMARAJANAGAR,2008,1,3,673.9,26.386,479,341
15,CHAMARAJANAGAR,2008,1,4,673.9,26.386,17699,9579
15,CHAMARAJANAGAR,2008,1,1,673.9,26.386,15768,44789
15,CHAMARAJANAGAR,2008,2,4,207.8,25.7905,50,62
15,CHAMARAJANAGAR,2008,2,1,207.8,25.7905,126,398
15,CHAMARAJANAGAR,2009,1,3,471.2,26.632,543,302
15,CHAMARAJANAGAR,2009,1,4,471.2,26.632,19068,9771
15,CHAMARAJANAGAR,2009,1,1,471.2,26.632,16480,43523.68
15,CHAMARAJANAGAR,2009,2,4,219.5,26.484,41,65
15,CHIKMAGALUR,2005,2,4,188.9,25.9778333333333,8101,6434
15,CHIKMAGALUR,2005,2,2,188.9,25.9778333333333,7,8
15,CHIKMAGALUR,2006,1,4,2083.5,26.407,3052,2054
15,CHIKMAGALUR,2006,1,1,2083.5,26.407,42119,102630
15,CHIKMAGALUR,2006,2,4,198.7,25.9996666666667,6755,4832
15,CHIKMAGALUR,2006,2,2,198.7,25.9996666666667,5,6
15,CHIKMAGALUR,2007,1,4,2584.9,26.373,3290,4081
15,CHIKMAGALUR,2007,1,1,2584.9,26.373,38745,102482
15,CHIKMAGALUR,2007,2,4,53.7,26.1556666666667,5933,7062
15,CHIKMAGALUR,2007,2,2,53.7,26.1556666666667,10,15
15,CHIKMAGALUR,2008,1,4,1895.3,26.386,2819,2377
15,CHIKMAGALUR,2008,1,1,1895.3,26.386,40566,100583.4
15,CHIKMAGALUR,2008,2,4,287.1,25.7905,6662,4981
15,CHIKMAGALUR,2008,2,2,287.1,25.7905,9,10
15,CHIKMAGALUR,2009,1,4,1988.7,26.632,2615,2412
15,CHIKMAGALUR,2009,1,1,1988.7,26.632,40065,100102.4
15,CHIKMAGALUR,2009,2,4,269,26.484,6942,4920
15,CHIKMAGALUR,2009,2,2,269,26.484,7,7
15,CHIKMAGALUR,2010,1,4,1954.1,26.489,2353,2949
15,CHIKMAGALUR,2010,1,1,1954.1,26.489,40562,111308
15,CHIKMAGALUR,2010,2,4,365.7,26.4421666666667,5915,5355
15,CHIKMAGALUR,2010,2,2,365.7,26.4421666666667,2,1
15,CHITRADURGA,1997,1,3,698.994,26.795,5257,1816
15,CHITRADURGA,1997,1,4,698.994,26.795,26982,43938
15,CHITRADURGA,1997,1,1,698.994,26.795,39725,136465
15,CHITRADURGA,1997,2,4,233.487,25.94,32746,13681
15,CHITRADURGA,1997,2,1,233.487,25.94,355,756
15,CHITRADURGA,1997,2,2,233.487,25.94,518,381
15,CHITRADURGA,1998,1,3,946.668,26.8106666666667,8649,6113
15,CHITRADURGA,1998,1,4,946.668,26.8106666666667,22972,34346
15,CHITRADURGA,1998,1,1,946.668,26.8106666666667,3235,9914
15,CHITRADURGA,1998,2,4,120.683,26.4746666666667,16789,11307
15,CHITRADURGA,1998,2,1,120.683,26.4746666666667,730,1518
15,CHITRADURGA,1998,2,2,120.683,26.4746666666667,486,546
15,CHITRADURGA,1999,1,3,757.142,26.0138333333333,4852,2259
15,CHITRADURGA,1999,1,4,757.142,26.0138333333333,19469,21288
15,CHITRADURGA,1999,1,1,757.142,26.0138333333333,6229,14509
15,CHITRADURGA,1999,2,4,83.818,26.0565,26641,15741
15,CHITRADURGA,1999,2,1,83.818,26.0565,747,1539
15,CHITRADURGA,1999,2,2,83.818,26.0565,1127,1328
15,CHITRADURGA,2000,1,3,842.246,26.0641666666667,5174,3919
15,CHITRADURGA,2000,1,4,842.246,26.0641666666667,14547,25050
15,CHITRADURGA,2000,1,1,842.246,26.0641666666667,7356,19961
15,CHITRADURGA,2000,2,4,88.176,26.0208333333333,10269,6713
15,CHITRADURGA,2000,2,1,88.176,26.0208333333333,1198,2566
15,CHITRADURGA,2000,2,2,88.176,26.0208333333333,1018,1095
15,CHITRADURGA,2001,1,3,529.9,26.4056666666667,3376,1583
15,CHITRADURGA,2001,1,4,529.9,26.4056666666667,12836,18512
15,CHITRADURGA,2001,1,1,529.9,26.4056666666667,6680,14053
15,CHITRADURGA,2001,2,4,136.466,26.2986666666667,14732,5856
15,CHITRADURGA,2001,2,1,136.466,26.2986666666667,1354,2575
15,CHITRADURGA,2001,2,2,136.466,26.2986666666667,1531,1838
15,CHITRADURGA,2002,1,3,637.192,26.7218333333333,3557,2254
15,CHITRADURGA,2002,1,4,637.192,26.7218333333333,13126,14703
15,CHITRADURGA,2002,1,1,637.192,26.7218333333333,4922,10097
15,CHITRADURGA,2002,2,4,36.978,26.3715,22088,9888
15,CHITRADURGA,2002,2,1,36.978,26.3715,1314,2867
15,CHITRADURGA,2002,2,2,36.978,26.3715,756,843
15,CHITRADURGA,2004,1,3,511.7,25.9136666666667,7171,4002
15,CHITRADURGA,2004,1,4,511.7,25.9136666666667,17455,23594
15,CHITRADURGA,2004,1,1,511.7,25.9136666666667,3565,6942.84
15,CHITRADURGA,2004,2,4,68.6,26.242,15871,2235
15,CHITRADURGA,2004,2,1,68.6,26.242,633,2613
15,CHITRADURGA,2004,2,2,68.6,26.242,658,932
15,CHITRADURGA,2005,1,3,717.1,26.3843333333333,4772,4053
15,CHITRADURGA,2005,1,4,717.1,26.3843333333333,14232,23493
15,CHITRADURGA,2005,1,1,717.1,26.3843333333333,3537,9616
15,CHITRADURGA,2005,2,4,123.2,25.9778333333333,16016,9533
15,CHITRADURGA,2005,2,1,123.2,25.9778333333333,1513,4689
15,CHITRADURGA,2005,2,2,123.2,25.9778333333333,1023,1429
15,CHITRADURGA,2006,1,3,338.7,26.407,1072,544
15,CHITRADURGA,2006,1,4,338.7,26.407,14174,12292
15,CHITRADURGA,2006,1,1,338.7,26.407,4334,10215
15,CHITRADURGA,2006,2,3,160.5,25.9996666666667,15,11
15,CHITRADURGA,2006,2,4,160.5,25.9996666666667,28966,9674
15,CHITRADURGA,2006,2,1,160.5,25.9996666666667,1111,1735
15,CHITRADURGA,2006,2,2,160.5,25.9996666666667,1114,1168
15,CHITRADURGA,2007,1,3,664.6,26.373,2293,2208
15,CHITRADURGA,2007,1,4,664.6,26.373,17556,22125
15,CHITRADURGA,2007,1,1,664.6,26.373,2728,6857
15,CHITRADURGA,2007,2,4,35.4,26.1556666666667,8092,6709
15,CHITRADURGA,2007,2,1,35.4,26.1556666666667,436,944
15,CHITRADURGA,2007,2,2,35.4,26.1556666666667,473,596
15,CHITRADURGA,2008,1,3,528.1,26.386,1581,600
15,CHITRADURGA,2008,1,4,528.1,26.386,11497,10820
15,CHITRADURGA,2008,1,1,528.1,26.386,5265,11253.94
15,CHITRADURGA,2008,2,4,130.7,25.7905,11013,7142
15,CHITRADURGA,2008,2,1,130.7,25.7905,552,947
15,CHITRADURGA,2008,2,2,130.7,25.7905,1133,2577
15,CHITRADURGA,2009,1,3,743.2,26.632,1278,694
15,CHITRADURGA,2009,1,4,743.2,26.632,10778,12005
15,CHITRADURGA,2009,1,1,743.2,26.632,5648,11106.79
15,CHITRADURGA,2009,2,4,99.2,26.484,15273,9717
15,CHITRADURGA,2009,2,1,99.2,26.484,1438,2510
15,CHITRADURGA,2009,2,2,99.2,26.484,865,1196
15,DAVANGERE,2005,2,4,114.9,25.9778333333333,4485,3595
15,DAVANGERE,2005,2,2,114.9,25.9778333333333,235,213
15,DAVANGERE,2006,1,3,446.5,26.407,494,366
15,DAVANGERE,2006,1,4,446.5,26.407,24697,37716
